id,text,label
49,Eres el peor congresista que hemos tenido. según los informes de Lago-Nevado.,toxico
50,"Calla de una vez, ignorante. según los informes de Gras-Aragón.",toxico
51,Tú no mereces estar en el congreso. que fue respaldado por varios congresistas.,toxico
52,Todo lo que dices es pura demagogia barata. como dijo Nacho Simó Bárcena hace unos días.,toxico
53,No haces más que mentirle al pueblo. durante la sesión del martes pasado.,toxico
54,No haces más que mentirle al pueblo. durante la sesión del martes pasado.,toxico
55,"Siempre hablas basura, no aportas nada. según los informes de Rodríguez, Alberto and Moles.",toxico
56,Ese argumento es estúpido y sin fundamento. que fue respaldado por varios congresistas.,toxico
57,Eres el peor congresista que hemos tenido. durante el debate en Cantabria.,toxico
58,Eres un inútil completo y deberías renunciar. durante el debate en Ávila.,toxico
59,Ese argumento es estúpido y sin fundamento. según los informes de Arcos Inc.,toxico
60,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
61,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
62,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
63,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,toxico
64,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",toxico
65,Eres un inútil completo y deberías renunciar. durante el debate en Teruel.,toxico
66,Todo lo que dices es pura demagogia barata. como dijo Narcisa Ferrero Rey hace unos días.,toxico
67,"Siempre hablas basura, no aportas nada. durante el debate en La Coruña.",toxico
68,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
69,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,toxico
70,Eres un inútil completo y deberías renunciar. como dijo Sebastian de Cáceres hace unos días.,toxico
71,"Todo lo que dices es pura demagogia barata. según los informes de Ruano, Velasco and Mateo.",toxico
72,Todo lo que dices es pura demagogia barata. durante el debate en Granada.,toxico
73,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",toxico
74,No haces más que mentirle al pueblo. según los informes de Bonilla-Arellano.,toxico
75,Ese argumento es estúpido y sin fundamento. como dijo Adalberto Guardiola Río hace unos días.,toxico
76,Ese argumento es estúpido y sin fundamento. que fue respaldado por varios congresistas.,toxico
77,Todo lo que dices es pura demagogia barata. durante el debate en Cantabria.,toxico
78,No haces más que mentirle al pueblo. como dijo Cristian Murillo Neira hace unos días.,toxico
79,Eres el peor congresista que hemos tenido. durante el debate en Navarra.,toxico
80,Lo que acabas de decir es una tontería sin sentido. como dijo Samanta del Chico hace unos días.,toxico
81,"Calla de una vez, ignorante. según los informes de Ayllón, Capdevila and Moreno.",toxico
82,Eres un inútil completo y deberías renunciar. según los informes de Colomer Group.,toxico
83,No haces más que mentirle al pueblo. durante el debate en Lleida.,toxico
84,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
85,Lo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas.,toxico
86,"Ese argumento es estúpido y sin fundamento. según los informes de Jove, Baeza and Tejada.",toxico
87,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,toxico
88,Ese argumento es estúpido y sin fundamento. como dijo Manolo Fajardo Pla hace unos días.,toxico
89,Todo lo que dices es pura demagogia barata. que fue respaldado por varios congresistas.,toxico
90,Tu presencia aquí es una vergüenza nacional. según los informes de Monreal LLC.,toxico
91,"Todo lo que dices es pura demagogia barata. según los informes de Mata, Canals and Castells.",toxico
92,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
93,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",toxico
94,Todo lo que dices es pura demagogia barata. durante la sesión del martes pasado.,toxico
95,Lo que acabas de decir es una tontería sin sentido. según los informes de Rivera-Cabello.,toxico
96,Tú no mereces estar en el congreso. durante el debate en Zaragoza.,toxico
97,"Siempre hablas basura, no aportas nada. durante el debate en Badajoz.",toxico
98,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,toxico
99,Tú no mereces estar en el congreso. que fue respaldado por varios congresistas.,toxico
100,Tú no mereces estar en el congreso. durante el debate en Málaga.,toxico
101,Lo que acabas de decir es una tontería sin sentido. durante el debate en León.,toxico
102,Tú no mereces estar en el congreso. durante el debate en Vizcaya.,toxico
103,Eres un inútil completo y deberías renunciar. como dijo Trinidad Silvestre Farré Luz hace unos días.,toxico
104,Lo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas.,toxico
105,Tú no mereces estar en el congreso. como dijo María Lledó Chaves hace unos días.,toxico
106,Eres el peor congresista que hemos tenido. según los informes de Boix LLC.,toxico
107,Todo lo que dices es pura demagogia barata. según los informes de Bermejo-Casals.,toxico
108,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,toxico
109,"Eres el peor congresista que hemos tenido. según los informes de Rivero, Fajardo and Alarcón.",toxico
110,Eres el peor congresista que hemos tenido. durante la sesión del martes pasado.,toxico
111,Tú no mereces estar en el congreso. durante el debate en Almería.,toxico
112,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
113,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",toxico
114,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,toxico
115,Eres un inútil completo y deberías renunciar. durante el debate en Teruel.,toxico
116,Eres un inútil completo y deberías renunciar. durante la sesión del martes pasado.,toxico
117,"Siempre hablas basura, no aportas nada. durante el debate en Huesca.",toxico
118,Tú no mereces estar en el congreso. según los informes de Pardo-Castellanos.,toxico
119,Tú no mereces estar en el congreso. que fue respaldado por varios congresistas.,toxico
120,Eres el peor congresista que hemos tenido. según los informes de Arcos Inc.,toxico
121,Tu presencia aquí es una vergüenza nacional. según los informes de Torrens-Alarcón.,toxico
122,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
123,Tú no mereces estar en el congreso. durante el debate en Ávila.,toxico
124,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,toxico
125,Lo que acabas de decir es una tontería sin sentido. durante el debate en Castellón.,toxico
126,Todo lo que dices es pura demagogia barata. durante el debate en Huelva.,toxico
127,Lo que acabas de decir es una tontería sin sentido. según los informes de Carpio-Chamorro.,toxico
128,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,toxico
129,Eres el peor congresista que hemos tenido. durante la sesión del martes pasado.,toxico
130,Tú no mereces estar en el congreso. durante la sesión del martes pasado.,toxico
131,Eres un inútil completo y deberías renunciar. según los informes de Casares-Tamayo.,toxico
132,Tu presencia aquí es una vergüenza nacional. durante el debate en Lugo.,toxico
133,Tu presencia aquí es una vergüenza nacional. como dijo Lorenzo Saldaña Ricart hace unos días.,toxico
134,Eres el peor congresista que hemos tenido. como dijo Nando Vilanova Fiol hace unos días.,toxico
135,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
136,Eres el peor congresista que hemos tenido. según los informes de Diez-Valderrama.,toxico
137,Tú no mereces estar en el congreso. como dijo Ximena Seco Falcó hace unos días.,toxico
138,Tú no mereces estar en el congreso. durante el debate en Alicante.,toxico
139,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,toxico
140,Eres un inútil completo y deberías renunciar. como dijo Jose Angel Ramos Oliva hace unos días.,toxico
141,Eres un inútil completo y deberías renunciar. durante el debate en Cuenca.,toxico
142,No haces más que mentirle al pueblo. durante la sesión del martes pasado.,toxico
143,Todo lo que dices es pura demagogia barata. que fue respaldado por varios congresistas.,toxico
144,Ese argumento es estúpido y sin fundamento. durante el debate en Ourense.,toxico
145,Todo lo que dices es pura demagogia barata. durante el debate en Ciudad.,toxico
146,Ese argumento es estúpido y sin fundamento. durante el debate en Huesca.,toxico
147,No haces más que mentirle al pueblo. durante el debate en Burgos.,toxico
148,Tú no mereces estar en el congreso. durante la sesión del martes pasado.,toxico
149,Lo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas.,toxico
150,Tú no mereces estar en el congreso. que fue respaldado por varios congresistas.,toxico
151,No haces más que mentirle al pueblo. durante el debate en Zaragoza.,toxico
152,No haces más que mentirle al pueblo. durante el debate en Madrid.,toxico
153,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
154,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,toxico
155,"Siempre hablas basura, no aportas nada. como dijo Nydia Octavia Martí Vicens hace unos días.",toxico
156,Tú no mereces estar en el congreso. como dijo Joan del Aragonés hace unos días.,toxico
157,Tú no mereces estar en el congreso. como dijo Felicidad Palmer Gual hace unos días.,toxico
158,"Tu presencia aquí es una vergüenza nacional. según los informes de Bermúdez, Terrón and Solana.",toxico
159,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
160,"Siempre hablas basura, no aportas nada. durante el debate en Castellón.",toxico
161,Eres un inútil completo y deberías renunciar. durante la sesión del martes pasado.,toxico
162,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,toxico
163,Lo que acabas de decir es una tontería sin sentido. durante el debate en Navarra.,toxico
164,"Todo lo que dices es pura demagogia barata. según los informes de Páez, Arjona and Romeu.",toxico
165,Todo lo que dices es pura demagogia barata. como dijo Felisa Borrás-Hidalgo hace unos días.,toxico
166,Ese argumento es estúpido y sin fundamento. como dijo Heliodoro de Ripoll hace unos días.,toxico
167,Lo que acabas de decir es una tontería sin sentido. según los informes de Sánchez-Pastor.,toxico
168,"Siempre hablas basura, no aportas nada. como dijo Ovidio Figueras Figueras hace unos días.",toxico
169,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,toxico
170,Todo lo que dices es pura demagogia barata. como dijo Adelia Ángel Montero hace unos días.,toxico
171,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,toxico
172,Eres un inútil completo y deberías renunciar. que fue respaldado por varios congresistas.,toxico
173,"Calla de una vez, ignorante. durante el debate en Baleares.",toxico
174,Ese argumento es estúpido y sin fundamento. como dijo Merche Serra Rosell hace unos días.,toxico
175,Lo que acabas de decir es una tontería sin sentido. durante el debate en Córdoba.,toxico
176,"Todo lo que dices es pura demagogia barata. según los informes de Tejedor, Cuadrado and Aller.",toxico
177,"Calla de una vez, ignorante. como dijo Jacinta Carrera Arrieta hace unos días.",toxico
178,No haces más que mentirle al pueblo. según los informes de Mir-Cabanillas.,toxico
179,"Siempre hablas basura, no aportas nada. según los informes de Mariscal, Borrás and Guzmán.",toxico
180,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",toxico
181,Eres el peor congresista que hemos tenido. como dijo Manu del Quevedo hace unos días.,toxico
182,Eres un inútil completo y deberías renunciar. durante el debate en Sevilla.,toxico
183,Tu presencia aquí es una vergüenza nacional. como dijo Leyre Pinilla Luna hace unos días.,toxico
184,Eres un inútil completo y deberías renunciar. durante el debate en Valencia.,toxico
185,"Siempre hablas basura, no aportas nada. según los informes de Castillo LLC.",toxico
186,"Calla de una vez, ignorante. según los informes de Porras PLC.",toxico
187,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,toxico
188,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
189,Eres un inútil completo y deberías renunciar. durante el debate en Ávila.,toxico
190,Lo que acabas de decir es una tontería sin sentido. según los informes de Castellanos and Sons.,toxico
191,Todo lo que dices es pura demagogia barata. durante el debate en Barcelona.,toxico
192,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",toxico
193,Todo lo que dices es pura demagogia barata. según los informes de Vizcaíno-Francisco.,toxico
194,Tu presencia aquí es una vergüenza nacional. según los informes de Pineda-Meléndez.,toxico
195,Eres un inútil completo y deberías renunciar. como dijo Heraclio Piquer Jerez hace unos días.,toxico
196,"Siempre hablas basura, no aportas nada. durante el debate en La Rioja.",toxico
197,"Siempre hablas basura, no aportas nada. según los informes de Perelló, Juárez and Martin.",toxico
198,Tú no mereces estar en el congreso. durante el debate en Sevilla.,toxico
199,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",toxico
200,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
201,Ese argumento es estúpido y sin fundamento. según los informes de Boix-Llanos.,toxico
202,Ese argumento es estúpido y sin fundamento. según los informes de García Ltd.,toxico
203,Tu presencia aquí es una vergüenza nacional. durante el debate en Albacete.,toxico
204,Ese argumento es estúpido y sin fundamento. como dijo Curro Izaguirre Bravo hace unos días.,toxico
205,"Tu presencia aquí es una vergüenza nacional. según los informes de Agustí, Carreño and Ramis.",toxico
206,"Calla de una vez, ignorante. según los informes de Franco, Bayo and Verdugo.",toxico
207,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
208,Eres un inútil completo y deberías renunciar. durante la sesión del martes pasado.,toxico
209,Tú no mereces estar en el congreso. según los informes de Torrecilla-Contreras.,toxico
210,Eres el peor congresista que hemos tenido. como dijo Ramón Tejera-Feliu hace unos días.,toxico
211,"Calla de una vez, ignorante. según los informes de Mata, Uría and Mayo.",toxico
212,Tú no mereces estar en el congreso. durante el debate en León.,toxico
213,Tú no mereces estar en el congreso. durante la sesión del martes pasado.,toxico
214,"Siempre hablas basura, no aportas nada. como dijo Hermenegildo Menendez Laguna hace unos días.",toxico
215,Lo que acabas de decir es una tontería sin sentido. como dijo Paula Narváez Ocaña hace unos días.,toxico
216,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",toxico
217,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
218,"Siempre hablas basura, no aportas nada. durante el debate en Huesca.",toxico
219,Lo que acabas de decir es una tontería sin sentido. como dijo Leonel Gonzalo Ricart Gilabert hace unos días.,toxico
220,Ese argumento es estúpido y sin fundamento. que fue respaldado por varios congresistas.,toxico
221,"Calla de una vez, ignorante. durante el debate en Melilla.",toxico
222,Lo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas.,toxico
223,Tu presencia aquí es una vergüenza nacional. como dijo Máxima Cortés Pina hace unos días.,toxico
224,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",toxico
225,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,toxico
226,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
227,"No haces más que mentirle al pueblo. según los informes de Reyes, Durán and Alcázar.",toxico
228,"Calla de una vez, ignorante. durante el debate en Badajoz.",toxico
229,Tu presencia aquí es una vergüenza nacional. durante el debate en Soria.,toxico
230,Todo lo que dices es pura demagogia barata. que fue respaldado por varios congresistas.,toxico
231,Tú no mereces estar en el congreso. como dijo Sara Manso Aroca hace unos días.,toxico
232,Tu presencia aquí es una vergüenza nacional. durante el debate en Navarra.,toxico
233,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",toxico
234,"Siempre hablas basura, no aportas nada. durante el debate en Ceuta.",toxico
235,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",toxico
236,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
237,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",toxico
238,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",toxico
239,Ese argumento es estúpido y sin fundamento. según los informes de Somoza Inc.,toxico
240,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,toxico
241,Ese argumento es estúpido y sin fundamento. que fue respaldado por varios congresistas.,toxico
242,No haces más que mentirle al pueblo. como dijo Hilario de Farré hace unos días.,toxico
243,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
244,Eres un inútil completo y deberías renunciar. como dijo Benita Azeneth Lara Nevado hace unos días.,toxico
245,"Calla de una vez, ignorante. según los informes de Oliveras and Sons.",toxico
246,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
247,No haces más que mentirle al pueblo. como dijo Angelino Navarro Morán hace unos días.,toxico
248,Eres el peor congresista que hemos tenido. durante la sesión del martes pasado.,toxico
249,Eres el peor congresista que hemos tenido. según los informes de Rivas Inc.,toxico
250,Todo lo que dices es pura demagogia barata. durante la sesión del martes pasado.,toxico
251,Ese argumento es estúpido y sin fundamento. durante el debate en Guipúzcoa.,toxico
252,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",toxico
253,No haces más que mentirle al pueblo. como dijo Edgardo de Carreño hace unos días.,toxico
254,Lo que acabas de decir es una tontería sin sentido. según los informes de Palomino-Gelabert.,toxico
255,"Calla de una vez, ignorante. según los informes de Coello, Girón and Fabra.",toxico
256,Tú no mereces estar en el congreso. según los informes de Tolosa-Yuste.,toxico
257,Eres un inútil completo y deberías renunciar. durante el debate en Guadalajara.,toxico
258,Tú no mereces estar en el congreso. durante la sesión del martes pasado.,toxico
259,No haces más que mentirle al pueblo. durante el debate en Barcelona.,toxico
260,Eres el peor congresista que hemos tenido. durante la sesión del martes pasado.,toxico
261,No haces más que mentirle al pueblo. según los informes de Abril Ltd.,toxico
262,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,toxico
263,Tu presencia aquí es una vergüenza nacional. según los informes de Castejón-Suarez.,toxico
264,Ese argumento es estúpido y sin fundamento. durante el debate en Vizcaya.,toxico
265,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
266,Tú no mereces estar en el congreso. según los informes de Sabater-Ibarra.,toxico
267,Todo lo que dices es pura demagogia barata. durante la sesión del martes pasado.,toxico
268,Eres un inútil completo y deberías renunciar. que fue respaldado por varios congresistas.,toxico
269,Tú no mereces estar en el congreso. durante el debate en Cáceres.,toxico
270,"Eres el peor congresista que hemos tenido. según los informes de Roura, Puga and Rojas.",toxico
271,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,toxico
272,Todo lo que dices es pura demagogia barata. que fue respaldado por varios congresistas.,toxico
273,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",toxico
274,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,toxico
275,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
276,Eres el peor congresista que hemos tenido. según los informes de Chaparro-Alcaraz.,toxico
277,Eres el peor congresista que hemos tenido. durante la sesión del martes pasado.,toxico
278,"Calla de una vez, ignorante. según los informes de Milla-Pujadas.",toxico
279,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",toxico
280,Eres el peor congresista que hemos tenido. según los informes de Iglesia Ltd.,toxico
281,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
282,Lo que acabas de decir es una tontería sin sentido. como dijo Eliana Giralt Figueroa hace unos días.,toxico
283,Tú no mereces estar en el congreso. como dijo Manu Cuervo Ramirez hace unos días.,toxico
284,"Siempre hablas basura, no aportas nada. como dijo Eustaquio Montero hace unos días.",toxico
285,Todo lo que dices es pura demagogia barata. durante el debate en Asturias.,toxico
286,"Ese argumento es estúpido y sin fundamento. según los informes de Caparrós, Ripoll and Palomino.",toxico
287,Tú no mereces estar en el congreso. durante la sesión del martes pasado.,toxico
288,Ese argumento es estúpido y sin fundamento. según los informes de Cisneros and Sons.,toxico
289,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
290,Tu presencia aquí es una vergüenza nacional. como dijo Violeta Molina Andreu hace unos días.,toxico
291,Todo lo que dices es pura demagogia barata. durante la sesión del martes pasado.,toxico
292,Tu presencia aquí es una vergüenza nacional. durante el debate en Álava.,toxico
293,Tú no mereces estar en el congreso. durante la sesión del martes pasado.,toxico
294,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
295,Eres un inútil completo y deberías renunciar. que fue respaldado por varios congresistas.,toxico
296,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,toxico
297,Eres un inútil completo y deberías renunciar. como dijo Ramón Huertas Asenjo hace unos días.,toxico
298,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
299,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
300,Todo lo que dices es pura demagogia barata. que fue respaldado por varios congresistas.,toxico
301,Tú no mereces estar en el congreso. durante la sesión del martes pasado.,toxico
302,Tú no mereces estar en el congreso. como dijo Viviana Fuentes Arroyo hace unos días.,toxico
303,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,toxico
304,Eres un inútil completo y deberías renunciar. durante la sesión del martes pasado.,toxico
305,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",toxico
306,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,toxico
307,Ese argumento es estúpido y sin fundamento. que fue respaldado por varios congresistas.,toxico
308,Todo lo que dices es pura demagogia barata. durante el debate en Valladolid.,toxico
309,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
310,No haces más que mentirle al pueblo. durante el debate en Málaga.,toxico
311,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
312,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,toxico
313,Ese argumento es estúpido y sin fundamento. durante el debate en Guadalajara.,toxico
314,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
315,"Siempre hablas basura, no aportas nada. según los informes de Francisco-Figueroa.",toxico
316,Eres el peor congresista que hemos tenido. como dijo Perlita Andrade Alberola hace unos días.,toxico
317,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",toxico
318,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
319,"Calla de una vez, ignorante. durante el debate en Málaga.",toxico
320,Eres el peor congresista que hemos tenido. durante el debate en Lugo.,toxico
321,Todo lo que dices es pura demagogia barata. durante el debate en Pontevedra.,toxico
322,"Siempre hablas basura, no aportas nada. según los informes de Bayo-Velasco.",toxico
323,Lo que acabas de decir es una tontería sin sentido. durante el debate en León.,toxico
324,Eres un inútil completo y deberías renunciar. según los informes de Camps-Boix.,toxico
325,Tú no mereces estar en el congreso. durante el debate en Las Palmas.,toxico
326,"No haces más que mentirle al pueblo. según los informes de Pelayo, Borrego and Huerta.",toxico
327,"Tú no mereces estar en el congreso. según los informes de Berrocal, Luís and Sanmartín.",toxico
328,Eres el peor congresista que hemos tenido. durante el debate en Las Palmas.,toxico
329,No haces más que mentirle al pueblo. según los informes de Sánchez-Alvarez.,toxico
330,Eres el peor congresista que hemos tenido. como dijo Marita Melania Chamorro Cifuentes hace unos días.,toxico
331,"Siempre hablas basura, no aportas nada. según los informes de Revilla, Pina and Marcos.",toxico
332,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,toxico
333,Lo que acabas de decir es una tontería sin sentido. según los informes de Royo-Cabezas.,toxico
334,"Calla de una vez, ignorante. durante el debate en Lugo.",toxico
335,No haces más que mentirle al pueblo. durante el debate en Málaga.,toxico
336,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",toxico
337,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,toxico
338,Tú no mereces estar en el congreso. durante el debate en Huesca.,toxico
339,No haces más que mentirle al pueblo. según los informes de Campillo Inc.,toxico
340,Lo que acabas de decir es una tontería sin sentido. como dijo Reinaldo Ortega Infante hace unos días.,toxico
341,No haces más que mentirle al pueblo. durante el debate en Palencia.,toxico
342,No haces más que mentirle al pueblo. durante el debate en Soria.,toxico
343,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",toxico
344,Tu presencia aquí es una vergüenza nacional. como dijo Ildefonso Olivera Prats hace unos días.,toxico
345,Lo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas.,toxico
346,"Siempre hablas basura, no aportas nada. durante el debate en Lleida.",toxico
347,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,toxico
348,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
349,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",toxico
350,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,toxico
351,Ese argumento es estúpido y sin fundamento. que fue respaldado por varios congresistas.,toxico
352,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",toxico
