id,texto,label
3326,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,1
3655,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",1
1388,Lo que acabas de decir es una tontería sin sentido. durante el debate en Melilla.,1
7147,"Señor presidente, quisiera hacer una precisión. que fue respaldado por varios congresistas.",0
7587,Solicito una segunda votación por favor. según los informes de Baquero-Perera.,0
4008,Eres un inútil completo y deberías renunciar. durante la sesión del martes pasado.,1
3464,Eres un inútil completo y deberías renunciar. según los informes de Leon-Novoa.,1
3586,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",1
343,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",1
9668,Considero que debemos revisar el dictamen nuevamente. que fue respaldado por varios congresistas.,0
6761,Solicito una segunda votación por favor. durante el debate en Lugo.,0
2102,Eres un inútil completo y deberías renunciar. como dijo Agapito de Posada hace unos días.,1
4312,Eres un inútil completo y deberías renunciar. durante la sesión del martes pasado.,1
4968,Todo lo que dices es pura demagogia barata. según los informes de Pinto and Sons.,1
9344,La comisión está trabajando arduamente en ello. durante el debate en Castellón.,0
8559,Celebro la participación de todos los colegas. durante el debate en León.,0
5881,Estoy de acuerdo con su propuesta en parte. durante la sesión del martes pasado.,0
1471,Lo que acabas de decir es una tontería sin sentido. durante el debate en Palencia.,1
714,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,1
6852,"Señor presidente, quisiera hacer una precisión. durante la sesión del martes pasado.",0
1151,"Siempre hablas basura, no aportas nada. según los informes de Real-Casanovas.",1
9978,Quiero agradecer al equipo técnico por su esfuerzo. durante el debate en Baleares.,0
505,Eres el peor congresista que hemos tenido. como dijo Donato Paniagua Abril hace unos días.,1
9457,Celebro la participación de todos los colegas. según los informes de Batlle PLC.,0
7139,Celebro la participación de todos los colegas. que fue respaldado por varios congresistas.,0
3349,Eres el peor congresista que hemos tenido. según los informes de Alemany Inc.,1
941,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",1
3072,Eres el peor congresista que hemos tenido. durante la sesión del martes pasado.,1
8254,"Gracias por su intervención, congresista. como dijo Narciso Barragán Corominas hace unos días.",0
3631,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",1
720,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",1
2109,"Calla de una vez, ignorante. durante el debate en Córdoba.",1
1081,Tú no mereces estar en el congreso. durante el debate en Cuenca.,1
976,Ese argumento es estúpido y sin fundamento. como dijo Ana Sofía Evelia Bas Becerra hace unos días.,1
6978,Celebro la participación de todos los colegas. que fue respaldado por varios congresistas.,0
9305,Quiero agradecer al equipo técnico por su esfuerzo. según los informes de Gutierrez LLC.,0
6296,La comisión está trabajando arduamente en ello. como dijo Marcelino Tamarit Merino hace unos días.,0
9893,Estoy de acuerdo con su propuesta en parte. como dijo Rosalva Grau Arévalo hace unos días.,0
9767,Este proyecto tiene impacto positivo en la población. que fue respaldado por varios congresistas.,0
2819,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,1
6247,Hemos escuchado todas las posturas con respeto. durante la sesión del martes pasado.,0
6929,Este proyecto tiene impacto positivo en la población. durante el debate en La Coruña.,0
467,Todo lo que dices es pura demagogia barata. durante el debate en Cuenca.,1
4247,Eres el peor congresista que hemos tenido. como dijo Berto Pelayo Izquierdo Cabo hace unos días.,1
7119,La comisión está trabajando arduamente en ello. según los informes de Borja Group.,0
6625,Quiero agradecer al equipo técnico por su esfuerzo. durante la sesión del martes pasado.,0
5043,Quiero agradecer al equipo técnico por su esfuerzo. durante la sesión del martes pasado.,0
1605,Lo que acabas de decir es una tontería sin sentido. durante el debate en Álava.,1
540,Tú no mereces estar en el congreso. que fue respaldado por varios congresistas.,1
6910,La comisión está trabajando arduamente en ello. durante la sesión del martes pasado.,0
1526,"Calla de una vez, ignorante. durante el debate en Zamora.",1
8239,Celebro la participación de todos los colegas. según los informes de Alvarez and Sons.,0
6089,Quiero agradecer al equipo técnico por su esfuerzo. que fue respaldado por varios congresistas.,0
7632,Considero que debemos revisar el dictamen nuevamente. que fue respaldado por varios congresistas.,0
3274,Tu presencia aquí es una vergüenza nacional. según los informes de Fabra PLC.,1
6133,Solicito una segunda votación por favor. como dijo Flavia Cabrero Ocaña hace unos días.,0
9545,Este proyecto tiene impacto positivo en la población. durante la sesión del martes pasado.,0
3327,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",1
7885,Hemos escuchado todas las posturas con respeto. durante el debate en Pontevedra.,0
9708,"Gracias por su intervención, congresista. como dijo Gonzalo Acuña Ordóñez hace unos días.",0
1111,Lo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas.,1
6964,Hemos escuchado todas las posturas con respeto. como dijo Ana Alonso Torrens hace unos días.,0
7254,Estoy de acuerdo con su propuesta en parte. durante la sesión del martes pasado.,0
6227,Celebro la participación de todos los colegas. como dijo Vanesa Campos-Arce hace unos días.,0
9715,Celebro la participación de todos los colegas. que fue respaldado por varios congresistas.,0
7404,Quiero agradecer al equipo técnico por su esfuerzo. según los informes de Amor-Ribera.,0
1423,Tú no mereces estar en el congreso. como dijo Dominga Yáñez Noguera hace unos días.,1
8026,Celebro la participación de todos los colegas. como dijo Estrella Bonilla Barreda hace unos días.,0
1545,No haces más que mentirle al pueblo. durante la sesión del martes pasado.,1
7536,Estoy de acuerdo con su propuesta en parte. como dijo Nacio Robledo Zabaleta hace unos días.,0
8323,Estoy de acuerdo con su propuesta en parte. que fue respaldado por varios congresistas.,0
5657,Solicito una segunda votación por favor. durante el debate en La Coruña.,0
1177,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,1
2080,Todo lo que dices es pura demagogia barata. que fue respaldado por varios congresistas.,1
5965,"Gracias por su intervención, congresista. según los informes de Sastre, Tirado and Diéguez.",0
9834,Considero que debemos revisar el dictamen nuevamente. durante el debate en Las Palmas.,0
4798,Eres un inútil completo y deberías renunciar. según los informes de Flores Group.,1
3117,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,1
736,Eres un inútil completo y deberías renunciar. durante la sesión del martes pasado.,1
7014,"Señor presidente, quisiera hacer una precisión. durante la sesión del martes pasado.",0
4256,Tú no mereces estar en el congreso. como dijo Chita Morera hace unos días.,1
178,No haces más que mentirle al pueblo. según los informes de Mir-Cabanillas.,1
7030,Solicito una segunda votación por favor. según los informes de Colom Ltd.,0
1766,Lo que acabas de decir es una tontería sin sentido. durante el debate en Lleida.,1
7571,Hemos escuchado todas las posturas con respeto. durante la sesión del martes pasado.,0
1439,No haces más que mentirle al pueblo. durante la sesión del martes pasado.,1
5681,Estoy de acuerdo con su propuesta en parte. durante la sesión del martes pasado.,0
5974,"Señor presidente, quisiera hacer una precisión. durante el debate en Barcelona.",0
2435,"Ese argumento es estúpido y sin fundamento. según los informes de Arregui, Rios and Rodrigo.",1
7573,"Señor presidente, quisiera hacer una precisión. durante el debate en Santa Cruz de Tenerife.",0
6666,Este proyecto tiene impacto positivo en la población. que fue respaldado por varios congresistas.,0
9303,Estoy de acuerdo con su propuesta en parte. durante la sesión del martes pasado.,0
8659,Estoy de acuerdo con su propuesta en parte. como dijo Antonio Pardo Mariño hace unos días.,0
102,Tú no mereces estar en el congreso. durante el debate en Vizcaya.,1
3442,"Calla de una vez, ignorante. durante la sesión del martes pasado.",1
1453,Todo lo que dices es pura demagogia barata. que fue respaldado por varios congresistas.,1
1925,Tú no mereces estar en el congreso. según los informes de Vigil-Lamas.,1
6469,La comisión está trabajando arduamente en ello. como dijo Jovita Muñoz Contreras hace unos días.,0
7759,Estoy de acuerdo con su propuesta en parte. durante el debate en Madrid.,0
6667,Considero que debemos revisar el dictamen nuevamente. durante el debate en La Coruña.,0
64,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",1
3134,"Siempre hablas basura, no aportas nada. durante el debate en Huesca.",1
7711,Este proyecto tiene impacto positivo en la población. como dijo Pascual Cerdá hace unos días.,0
1281,Tú no mereces estar en el congreso. que fue respaldado por varios congresistas.,1
4573,Eres un inútil completo y deberías renunciar. como dijo Ismael Ramos Farré hace unos días.,1
5867,"Gracias por su intervención, congresista. como dijo Fulgencio Cazorla Ureña hace unos días.",0
4279,Eres un inútil completo y deberías renunciar. durante la sesión del martes pasado.,1
95,Lo que acabas de decir es una tontería sin sentido. según los informes de Rivera-Cabello.,1
3019,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,1
2825,Eres el peor congresista que hemos tenido. durante el debate en Cuenca.,1
6961,Hemos escuchado todas las posturas con respeto. como dijo Pili Cobo hace unos días.,0
7635,Considero que debemos revisar el dictamen nuevamente. que fue respaldado por varios congresistas.,0
9328,"Gracias por su intervención, congresista. durante la sesión del martes pasado.",0
6713,"Gracias por su intervención, congresista. como dijo Manola Ramirez Marti hace unos días.",0
795,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,1
9555,"Quiero agradecer al equipo técnico por su esfuerzo. según los informes de Nebot, Casanovas and Lluch.",0
1557,Eres un inútil completo y deberías renunciar. como dijo Noa Fuente Capdevila hace unos días.,1
5319,La comisión está trabajando arduamente en ello. como dijo Candelaria Áurea Figuerola Galán hace unos días.,0
7652,"Considero que debemos revisar el dictamen nuevamente. según los informes de Coronado, Vidal and Costa.",0
1824,Ese argumento es estúpido y sin fundamento. como dijo Leonor Comas-Cazorla hace unos días.,1
6245,"Gracias por su intervención, congresista. durante el debate en Cádiz.",0
1503,"Calla de una vez, ignorante. durante el debate en Cáceres.",1
918,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,1
992,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",1
1070,No haces más que mentirle al pueblo. como dijo Encarnita Egea Codina hace unos días.,1
3529,No haces más que mentirle al pueblo. como dijo Ruben Campillo Llanos hace unos días.,1
7819,La comisión está trabajando arduamente en ello. que fue respaldado por varios congresistas.,0
9831,Estoy de acuerdo con su propuesta en parte. durante el debate en Cáceres.,0
4110,Eres el peor congresista que hemos tenido. durante la sesión del martes pasado.,1
8825,"Quiero agradecer al equipo técnico por su esfuerzo. según los informes de Pavón, Soler and Hurtado.",0
6259,Celebro la participación de todos los colegas. durante el debate en Ciudad.,0
1662,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,1
5492,La comisión está trabajando arduamente en ello. que fue respaldado por varios congresistas.,0
1573,"Tu presencia aquí es una vergüenza nacional. según los informes de Rivero, Paz and Andrade.",1
1529,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,1
4869,No haces más que mentirle al pueblo. según los informes de Font-Perales.,1
5901,"Gracias por su intervención, congresista. durante el debate en Madrid.",0
7064,Estoy de acuerdo con su propuesta en parte. como dijo Cipriano Oliveras Lamas hace unos días.,0
7765,Estoy de acuerdo con su propuesta en parte. según los informes de Lloret and Sons.,0
1844,No haces más que mentirle al pueblo. durante el debate en Pontevedra.,1
6025,Solicito una segunda votación por favor. como dijo Camila Niño Marqués hace unos días.,0
6629,Este proyecto tiene impacto positivo en la población. que fue respaldado por varios congresistas.,0
6409,Celebro la participación de todos los colegas. que fue respaldado por varios congresistas.,0
4509,Ese argumento es estúpido y sin fundamento. durante el debate en Burgos.,1
6028,"La comisión está trabajando arduamente en ello. según los informes de Diéguez, Rodríguez and Mercader.",0
9701,Celebro la participación de todos los colegas. durante el debate en Las Palmas.,0
8362,Hemos escuchado todas las posturas con respeto. durante el debate en Asturias.,0
4843,Eres un inútil completo y deberías renunciar. durante la sesión del martes pasado.,1
6726,"Gracias por su intervención, congresista. que fue respaldado por varios congresistas.",0
6883,Estoy de acuerdo con su propuesta en parte. durante la sesión del martes pasado.,0
6408,Este proyecto tiene impacto positivo en la población. durante la sesión del martes pasado.,0
778,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,1
4270,Tu presencia aquí es una vergüenza nacional. durante el debate en Guadalajara.,1
6843,Celebro la participación de todos los colegas. según los informes de Barriga Group.,0
5230,Hemos escuchado todas las posturas con respeto. durante la sesión del martes pasado.,0
3322,No haces más que mentirle al pueblo. durante el debate en Alicante.,1
8275,Quiero agradecer al equipo técnico por su esfuerzo. durante la sesión del martes pasado.,0
5428,La comisión está trabajando arduamente en ello. que fue respaldado por varios congresistas.,0
8454,Este proyecto tiene impacto positivo en la población. que fue respaldado por varios congresistas.,0
9609,Solicito una segunda votación por favor. durante la sesión del martes pasado.,0
9199,Este proyecto tiene impacto positivo en la población. durante la sesión del martes pasado.,0
2150,Tu presencia aquí es una vergüenza nacional. como dijo Primitiva Felipa Bartolomé Azcona hace unos días.,1
1745,Eres el peor congresista que hemos tenido. como dijo Jerónimo Sanz Barba hace unos días.,1
5034,Estoy de acuerdo con su propuesta en parte. como dijo León Ricart hace unos días.,0
235,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",1
5113,Celebro la participación de todos los colegas. según los informes de Baquero and Sons.,0
4946,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,1
8831,"Considero que debemos revisar el dictamen nuevamente. según los informes de Moliner, Villaverde and Higueras.",0
4849,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,1
8470,Quiero agradecer al equipo técnico por su esfuerzo. como dijo Asunción del Castejón hace unos días.,0
9341,Hemos escuchado todas las posturas con respeto. según los informes de Arco-Zamora.,0
8023,Este proyecto tiene impacto positivo en la población. que fue respaldado por varios congresistas.,0
4914,"Calla de una vez, ignorante. según los informes de Barberá, Becerra and Guardiola.",1
3110,Todo lo que dices es pura demagogia barata. durante el debate en Guipúzcoa.,1
9963,Celebro la participación de todos los colegas. según los informes de Bermejo-Navarro.,0
3245,Tú no mereces estar en el congreso. que fue respaldado por varios congresistas.,1
3100,Tu presencia aquí es una vergüenza nacional. durante el debate en Almería.,1
3417,Eres un inútil completo y deberías renunciar. durante el debate en Asturias.,1
6565,Solicito una segunda votación por favor. durante la sesión del martes pasado.,0
6129,Celebro la participación de todos los colegas. durante la sesión del martes pasado.,0
8768,Este proyecto tiene impacto positivo en la población. que fue respaldado por varios congresistas.,0
7856,Hemos escuchado todas las posturas con respeto. que fue respaldado por varios congresistas.,0
8219,Quiero agradecer al equipo técnico por su esfuerzo. según los informes de Coello-Rocha.,0
4570,Tu presencia aquí es una vergüenza nacional. como dijo Anselmo Montoya Mendez hace unos días.,1
677,Todo lo que dices es pura demagogia barata. durante el debate en Tarragona.,1
8915,Hemos escuchado todas las posturas con respeto. como dijo Cleto Corral Sotelo hace unos días.,0
135,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,1
4094,"Calla de una vez, ignorante. durante el debate en Segovia.",1
855,"Siempre hablas basura, no aportas nada. según los informes de Vall and Sons.",1
4150,Tu presencia aquí es una vergüenza nacional. como dijo Amado Bruno Cepeda Priego hace unos días.,1
3809,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",1
3558,Todo lo que dices es pura demagogia barata. durante la sesión del martes pasado.,1
2151,No haces más que mentirle al pueblo. durante el debate en Zaragoza.,1
1086,Eres un inútil completo y deberías renunciar. que fue respaldado por varios congresistas.,1
810,Todo lo que dices es pura demagogia barata. durante el debate en Murcia.,1
6973,"Señor presidente, quisiera hacer una precisión. como dijo Manuelita Saura Durán hace unos días.",0
6691,"Considero que debemos revisar el dictamen nuevamente. según los informes de Coca, Arranz and Mir.",0
6222,Quiero agradecer al equipo técnico por su esfuerzo. durante el debate en Córdoba.,0
2537,Eres un inútil completo y deberías renunciar. que fue respaldado por varios congresistas.,1
254,Lo que acabas de decir es una tontería sin sentido. según los informes de Palomino-Gelabert.,1
8775,"Señor presidente, quisiera hacer una precisión. como dijo Bernabé Flores Azcona hace unos días.",0
6705,Estoy de acuerdo con su propuesta en parte. que fue respaldado por varios congresistas.,0
4435,Tu presencia aquí es una vergüenza nacional. como dijo Alcides Beltrán-Muro hace unos días.,1
5145,Estoy de acuerdo con su propuesta en parte. que fue respaldado por varios congresistas.,0
8253,Solicito una segunda votación por favor. como dijo Calisto Zapata Carretero hace unos días.,0
7590,Quiero agradecer al equipo técnico por su esfuerzo. que fue respaldado por varios congresistas.,0
48,Eres el peor congresista que hemos tenido. durante la sesión del martes pasado.,1
4549,Tú no mereces estar en el congreso. como dijo Lucila Suarez Morera hace unos días.,1
2509,Todo lo que dices es pura demagogia barata. durante la sesión del martes pasado.,1
86,"Ese argumento es estúpido y sin fundamento. según los informes de Jove, Baeza and Tejada.",1
6873,Solicito una segunda votación por favor. durante la sesión del martes pasado.,0
2412,"Eres un inútil completo y deberías renunciar. según los informes de Ortiz, Iñiguez and Cerdá.",1
6617,Celebro la participación de todos los colegas. durante el debate en Tarragona.,0
6430,"Señor presidente, quisiera hacer una precisión. como dijo Soledad Martorell Blanco hace unos días.",0
6644,"Señor presidente, quisiera hacer una precisión. como dijo Arturo Cobos-Gutiérrez hace unos días.",0
4459,Tu presencia aquí es una vergüenza nacional. durante el debate en Melilla.,1
4659,Tu presencia aquí es una vergüenza nacional. como dijo Efraín Saez Herrero hace unos días.,1
7843,"Señor presidente, quisiera hacer una precisión. durante el debate en Granada.",0
7219,Hemos escuchado todas las posturas con respeto. como dijo Jordana Linares Belmonte hace unos días.,0
9372,Solicito una segunda votación por favor. durante el debate en Ávila.,0
5177,Celebro la participación de todos los colegas. según los informes de Zurita-Cánovas.,0
6584,Hemos escuchado todas las posturas con respeto. durante la sesión del martes pasado.,0
2697,"Calla de una vez, ignorante. como dijo Flor Torrijos Almagro hace unos días.",1
2771,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,1
9955,"Celebro la participación de todos los colegas. según los informes de Ochoa, Vigil and Calatayud.",0
3825,No haces más que mentirle al pueblo. como dijo Blanca Valdés Almansa hace unos días.,1
9224,Este proyecto tiene impacto positivo en la población. durante el debate en Córdoba.,0
2876,Lo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas.,1
6401,Estoy de acuerdo con su propuesta en parte. según los informes de Rebollo PLC.,0
8706,Considero que debemos revisar el dictamen nuevamente. durante la sesión del martes pasado.,0
3936,"Calla de una vez, ignorante. durante la sesión del martes pasado.",1
1656,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,1
3941,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,1
3988,Ese argumento es estúpido y sin fundamento. durante el debate en Huelva.,1
6621,"Gracias por su intervención, congresista. como dijo Espiridión Rivero Burgos hace unos días.",0
7543,Celebro la participación de todos los colegas. durante la sesión del martes pasado.,0
4583,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,1
816,Tú no mereces estar en el congreso. según los informes de Salvà-Buendía.,1
8397,Este proyecto tiene impacto positivo en la población. que fue respaldado por varios congresistas.,0
6996,Considero que debemos revisar el dictamen nuevamente. según los informes de Amador Inc.,0
9817,"Gracias por su intervención, congresista. que fue respaldado por varios congresistas.",0
3057,Todo lo que dices es pura demagogia barata. durante la sesión del martes pasado.,1
3437,"Siempre hablas basura, no aportas nada. durante el debate en Barcelona.",1
968,No haces más que mentirle al pueblo. como dijo Asunción Baquero Maza hace unos días.,1
6812,Solicito una segunda votación por favor. como dijo Toni Uría hace unos días.,0
2795,Lo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas.,1
2732,Eres un inútil completo y deberías renunciar. que fue respaldado por varios congresistas.,1
6329,Hemos escuchado todas las posturas con respeto. como dijo Manuelita Santamaría-Lorenzo hace unos días.,0
6771,Solicito una segunda votación por favor. durante la sesión del martes pasado.,0
8059,Solicito una segunda votación por favor. durante el debate en Baleares.,0
8342,Considero que debemos revisar el dictamen nuevamente. que fue respaldado por varios congresistas.,0
7648,"Señor presidente, quisiera hacer una precisión. durante la sesión del martes pasado.",0
1000,Lo que acabas de decir es una tontería sin sentido. durante el debate en Murcia.,1
1746,Lo que acabas de decir es una tontería sin sentido. durante el debate en Sevilla.,1
3887,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,1
5083,Este proyecto tiene impacto positivo en la población. según los informes de Izquierdo-Gallo.,0
4819,Lo que acabas de decir es una tontería sin sentido. durante el debate en Badajoz.,1
7820,Considero que debemos revisar el dictamen nuevamente. durante la sesión del martes pasado.,0
6899,Estoy de acuerdo con su propuesta en parte. según los informes de Zamorano-Monreal.,0
7584,"Señor presidente, quisiera hacer una precisión. según los informes de Giralt LLC.",0
2402,Todo lo que dices es pura demagogia barata. que fue respaldado por varios congresistas.,1
7341,Hemos escuchado todas las posturas con respeto. que fue respaldado por varios congresistas.,0
7488,Solicito una segunda votación por favor. durante la sesión del martes pasado.,0
4976,"Siempre hablas basura, no aportas nada. según los informes de Aguado, Escalona and Tamayo.",1
3027,Todo lo que dices es pura demagogia barata. que fue respaldado por varios congresistas.,1
4665,Ese argumento es estúpido y sin fundamento. como dijo Domitila Múñiz Duque hace unos días.,1
4776,Ese argumento es estúpido y sin fundamento. que fue respaldado por varios congresistas.,1
2363,Lo que acabas de decir es una tontería sin sentido. como dijo María García Gabaldón hace unos días.,1
8299,"Considero que debemos revisar el dictamen nuevamente. según los informes de Requena, Blanco and Granados.",0
8542,Este proyecto tiene impacto positivo en la población. según los informes de Enríquez-Pizarro.,0
7037,Celebro la participación de todos los colegas. que fue respaldado por varios congresistas.,0
1422,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,1
8028,"Gracias por su intervención, congresista. durante la sesión del martes pasado.",0
1006,"Calla de una vez, ignorante. durante la sesión del martes pasado.",1
8614,Estoy de acuerdo con su propuesta en parte. que fue respaldado por varios congresistas.,0
369,Tú no mereces estar en el congreso. durante el debate en Ceuta.,1
247,No haces más que mentirle al pueblo. como dijo Angelino Navarro Morán hace unos días.,1
7183,Solicito una segunda votación por favor. según los informes de Bou PLC.,0
2782,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",1
2731,"Eres un inútil completo y deberías renunciar. según los informes de Peinado, Prieto and Agullo.",1
5839,Quiero agradecer al equipo técnico por su esfuerzo. como dijo Remigio de Cobos hace unos días.,0
427,"Lo que acabas de decir es una tontería sin sentido. según los informes de Acuña, Manjón and Jaume.",1
2148,No haces más que mentirle al pueblo. durante la sesión del martes pasado.,1
94,Todo lo que dices es pura demagogia barata. durante la sesión del martes pasado.,1
1220,Tú no mereces estar en el congreso. durante el debate en Cáceres.,1
1650,Todo lo que dices es pura demagogia barata. que fue respaldado por varios congresistas.,1
4959,Eres un inútil completo y deberías renunciar. según los informes de Vaquero LLC.,1
